Date,Country,App,Platform,Ad Network,Daily Users
22/10/2018,TH,Blast!,ios,Organic,41
18/10/2018,un,T-Rex,ios,Organic,1
17/10/2018,HN,Blast!,ios,Ad Network 1,16
16/10/2018,NE,Blast!,ios,Ad Network 1,1
16/10/2018,NL,Carz,ios,Ad Network 1,333
17/10/2018,FI,Carz,android,Organic,1
22/10/2018,SA,Blast!,ios,Organic,57
16/10/2018,KG,Blast!,ios,Ad Network 1,3
21/10/2018,KZ,Blast!,ios,Organic,29
21/10/2018,AR,Blast!,ios,Ad Network 1,126
18/10/2018,YE,Blast!,ios,Ad Network 1,2
22/10/2018,PR,Blast!,ios,Ad Network 3,1
20/10/2018,BG,Blast!,ios,Organic,15
18/10/2018,RO,Blast!,ios,Organic,14
16/10/2018,AF,Blast!,ios,Organic,1
20/10/2018,PH,Carz,ios,Ad Network 1,242
19/10/2018,US,T-Rex,android,Organic,206
22/10/2018,BA,Blast!,android,Organic,2
22/10/2018,IL,Bally Ball,ios,Ad Network 1,1
22/10/2018,ES,Blast!,ios,Organic,47
17/10/2018,JP,Carz,ios,Ad Network 1,1
18/10/2018,RU,Blast!,android,Organic,178
18/10/2018,US,Bally Ball,ios,Organic,2656
19/10/2018,IL,Blast!,ios,Organic,30
22/10/2018,BE,Carz,ios,Ad Network 1,3
16/10/2018,IQ,Carz,android,Organic,1
18/10/2018,BR,Blast!,ios,Ad Network 1,582
17/10/2018,TW,Blast!,android,Organic,19
19/10/2018,VE,Carz,ios,Ad Network 1,1
22/10/2018,NL,Bally Ball,ios,Organic,1
20/10/2018,GB,Carz,android,Ad Network 1,1
19/10/2018,IE,T-Rex,ios,Organic,3
17/10/2018,LB,Blast!,android,Organic,2
21/10/2018,ML,Blast!,android,Organic,2
20/10/2018,NO,Blast!,ios,Organic,35
21/10/2018,CR,Blast!,ios,Ad Network 1,31
20/10/2018,JP,Carz,ios,Organic,2
22/10/2018,IL,T-Rex,ios,Organic,3
16/10/2018,IL,Blast!,android,Organic,7
17/10/2018,ZA,Blast!,ios,Organic,9
18/10/2018,US,Blast!,ios,Ad Network 3,5336
17/10/2018,EE,Blast!,ios,Organic,1
17/10/2018,AU,T-Rex,ios,Organic,84
20/10/2018,GH,Blast!,ios,Organic,1
18/10/2018,TR,Blast!,android,Organic,48
16/10/2018,PH,Carz,android,Ad Network 1,623
22/10/2018,PR,T-Rex,android,Organic,1
19/10/2018,XK,Blast!,ios,Ad Network 1,3
18/10/2018,UY,T-Rex,ios,Organic,1
22/10/2018,MY,T-Rex,ios,Organic,1
19/10/2018,BD,Blast!,ios,Ad Network 1,10
20/10/2018,SX,Blast!,ios,Ad Network 1,1
19/10/2018,PH,Carz,android,Ad Network 1,133
19/10/2018,AR,Carz,ios,Ad Network 1,772
16/10/2018,OM,Blast!,android,Organic,1
19/10/2018,CY,Blast!,ios,Ad Network 1,9
21/10/2018,CG,Blast!,ios,Ad Network 1,2
17/10/2018,IT,Blast!,ios,Organic,100
18/10/2018,BE,Blast!,ios,Organic,33
20/10/2018,NO,Blast!,ios,Ad Network 3,1
21/10/2018,LK,Blast!,ios,Ad Network 1,5
22/10/2018,GP,Blast!,ios,Organic,1
18/10/2018,SK,Blast!,ios,Ad Network 1,36
21/10/2018,NP,Bally Ball,ios,Ad Network 1,1
19/10/2018,VN,Blast!,ios,Ad Network 3,1
19/10/2018,FI,Blast!,ios,Organic,7
17/10/2018,BR,Screwed,ios,Organic,1
16/10/2018,MU,Blast!,ios,Ad Network 1,5
19/10/2018,AU,T-Rex,android,Organic,2
16/10/2018,LB,Blast!,android,Organic,1
18/10/2018,PT,Carz,ios,Ad Network 1,3
18/10/2018,HU,Blast!,ios,Ad Network 1,112
21/10/2018,GU,Blast!,ios,Ad Network 1,7
16/10/2018,CH,T-Rex,ios,Organic,3
22/10/2018,DK,T-Rex,ios,Organic,21
16/10/2018,CN,T-Rex,ios,Organic,29
17/10/2018,CH,T-Rex,ios,Organic,5
16/10/2018,HU,Blast!,ios,Ad Network 1,103
20/10/2018,IT,T-Rex,android,Organic,2
18/10/2018,LI,Blast!,ios,Organic,1
16/10/2018,SG,Bally Ball,ios,Organic,1
17/10/2018,LA,Blast!,ios,Organic,1
17/10/2018,US,Carz,android,Ad Network 1,728
18/10/2018,MX,Blast!,ios,Ad Network 2,3
18/10/2018,MV,T-Rex,ios,Organic,1
22/10/2018,US,T-Rex,ios,Ad Network 5,85
17/10/2018,PL,Blast!,ios,Ad Network 1,94
19/10/2018,PR,Screwed,android,Organic,1
19/10/2018,KH,Blast!,ios,Organic,8
18/10/2018,MU,Blast!,ios,Organic,1
19/10/2018,TZ,Blast!,android,Organic,1
19/10/2018,PK,Blast!,ios,Ad Network 1,42
21/10/2018,ZA,Blast!,android,Organic,10
17/10/2018,GR,T-Rex,android,Organic,1
20/10/2018,FR,Blast!,ios,Organic,115
16/10/2018,NL,Carz,android,Ad Network 1,40
16/10/2018,IR,Blast!,ios,Organic,33
20/10/2018,CD,Blast!,ios,Ad Network 1,2
18/10/2018,MD,Blast!,android,Organic,2
22/10/2018,AT,Bally Ball,ios,Ad Network 1,1
19/10/2018,GD,Blast!,android,Organic,1
17/10/2018,IT,Carz,ios,Ad Network 1,2
20/10/2018,AR,Blast!,android,Organic,27
17/10/2018,SE,Blast!,android,Organic,59
22/10/2018,TW,Carz,ios,Ad Network 1,2
22/10/2018,IL,Blast!,ios,Organic,13
20/10/2018,MX,Blast!,ios,Organic,196
18/10/2018,PY,Blast!,ios,Ad Network 1,12
21/10/2018,CA,Bally Ball,ios,Organic,92
17/10/2018,AE,Blast!,ios,Ad Network 1,31
16/10/2018,US,T-Rex,ios,Ad Network 6,109
18/10/2018,KR,Bally Ball,ios,Organic,1
18/10/2018,BO,Blast!,android,Organic,1
17/10/2018,CA,Carz,android,Ad Network 1,4
21/10/2018,LC,Blast!,android,Organic,1
21/10/2018,US,T-Rex,ios,Ad Network 3,1346
22/10/2018,US,T-Rex,ios,Ad Network 4,16
16/10/2018,JP,Blast!,ios,Ad Network 1,145
16/10/2018,SN,Blast!,ios,Organic,1
22/10/2018,NL,Carz,ios,Organic,54
19/10/2018,CH,T-Rex,android,Organic,1
20/10/2018,MK,Blast!,ios,Organic,5
16/10/2018,UY,Blast!,ios,Ad Network 1,24
16/10/2018,PK,Blast!,ios,Ad Network 1,23
21/10/2018,VN,Screwed,android,Organic,875
20/10/2018,TH,Blast!,ios,Ad Network 1,230
21/10/2018,DE,Bally Ball,ios,Ad Network 1,1
21/10/2018,MN,Blast!,ios,Ad Network 1,49
16/10/2018,NP,Blast!,ios,Ad Network 1,8
18/10/2018,DE,Blast!,ios,Ad Network 3,2
18/10/2018,LA,Blast!,ios,Organic,1
20/10/2018,AR,Carz,ios,Ad Network 1,683
19/10/2018,AR,Screwed,ios,Organic,36
21/10/2018,XK,Blast!,ios,Organic,2
16/10/2018,KR,Carz,android,Ad Network 1,1
21/10/2018,NG,Blast!,android,Organic,1
18/10/2018,LY,Blast!,ios,Ad Network 1,4
21/10/2018,MA,T-Rex,ios,Organic,2
17/10/2018,CN,Carz,android,Organic,15
22/10/2018,JP,Bally Ball,ios,Ad Network 1,1
17/10/2018,SE,Carz,ios,Organic,1
18/10/2018,US,Blast!,ios,Organic,6411
19/10/2018,MQ,Blast!,ios,Organic,4
21/10/2018,ID,Blast!,ios,Organic,28
22/10/2018,IE,Blast!,android,Organic,2
18/10/2018,KY,Bally Ball,ios,Organic,1
18/10/2018,NO,Carz,ios,Ad Network 1,1
20/10/2018,CZ,Blast!,ios,Organic,21
22/10/2018,NG,Blast!,ios,Ad Network 1,3
17/10/2018,GB,Blast!,ios,Organic,189
17/10/2018,CA,Blast!,ios,Ad Network 3,18
19/10/2018,SG,Blast!,ios,Organic,21
20/10/2018,BM,Blast!,ios,Ad Network 1,1
16/10/2018,SV,Bally Ball,ios,Organic,1
22/10/2018,NP,Blast!,ios,Ad Network 1,4
22/10/2018,TH,T-Rex,ios,Ad Network 1,1
16/10/2018,PH,Carz,android,Organic,61
21/10/2018,AL,Blast!,android,Organic,3
20/10/2018,LB,Blast!,ios,Organic,3
17/10/2018,FI,Blast!,android,Organic,3
19/10/2018,PR,Blast!,ios,Ad Network 5,1
21/10/2018,DE,Bally Ball,ios,Ad Network 2,2
20/10/2018,BG,Blast!,android,Organic,5
21/10/2018,CO,T-Rex,android,Organic,2
18/10/2018,US,T-Rex,ios,Ad Network 1,339
18/10/2018,AO,Blast!,ios,Ad Network 1,4
17/10/2018,un,Blast!,android,Organic,1
21/10/2018,CA,T-Rex,ios,Organic,94
22/10/2018,MV,Blast!,ios,Ad Network 1,1
17/10/2018,CN,Blast!,ios,Organic,83
17/10/2018,NL,Carz,ios,Organic,160
17/10/2018,LV,Blast!,ios,Organic,3
19/10/2018,NO,T-Rex,ios,Organic,13
22/10/2018,IT,Screwed,android,Organic,1
18/10/2018,LK,T-Rex,ios,Organic,2
20/10/2018,JP,Blast!,android,Organic,36
22/10/2018,PK,Blast!,ios,Ad Network 1,32
16/10/2018,SG,Blast!,ios,Ad Network 5,1
20/10/2018,HK,Blast!,ios,Organic,62
20/10/2018,EC,Blast!,ios,Organic,6
19/10/2018,GH,Blast!,ios,Organic,1
19/10/2018,RS,Carz,ios,Organic,1
18/10/2018,AE,Carz,ios,Organic,2
16/10/2018,IR,Carz,ios,Organic,4
17/10/2018,NL,T-Rex,ios,Organic,2
16/10/2018,BD,Blast!,ios,Ad Network 1,7
20/10/2018,IT,Bally Ball,ios,Ad Network 1,1
17/10/2018,TW,Carz,android,Organic,1
18/10/2018,FR,Screwed,ios,Organic,4
16/10/2018,JM,Blast!,ios,Organic,2
18/10/2018,FR,Carz,android,Ad Network 1,1
21/10/2018,GE,Blast!,android,Organic,8
20/10/2018,PR,Blast!,ios,Organic,32
21/10/2018,UZ,Blast!,ios,Organic,2
20/10/2018,SE,T-Rex,ios,Organic,25
19/10/2018,GA,Blast!,android,Organic,1
18/10/2018,PH,Carz,android,Ad Network 1,176
17/10/2018,CZ,Blast!,ios,Ad Network 1,66
16/10/2018,CN,Carz,ios,Ad Network 1,1
21/10/2018,CA,T-Rex,ios,Ad Network 3,1
16/10/2018,FR,Blast!,ios,Ad Network 1,209
19/10/2018,CV,Blast!,android,Organic,1
20/10/2018,AZ,Blast!,android,Organic,4
21/10/2018,TT,Blast!,android,Organic,2
21/10/2018,AZ,Blast!,ios,Ad Network 1,18
17/10/2018,NZ,Blast!,android,Organic,1
19/10/2018,KY,Bally Ball,ios,Organic,1
22/10/2018,NZ,T-Rex,ios,Organic,3
18/10/2018,AT,Blast!,ios,Ad Network 1,27
16/10/2018,UY,Blast!,ios,Organic,6
19/10/2018,SK,Blast!,android,Organic,4
20/10/2018,JM,Blast!,ios,Ad Network 1,3
22/10/2018,MX,Bally Ball,android,Organic,1
19/10/2018,SO,Blast!,ios,Organic,1
18/10/2018,ID,Blast!,android,Organic,37
16/10/2018,FI,T-Rex,ios,Organic,1
18/10/2018,HK,T-Rex,ios,Organic,1
19/10/2018,BE,T-Rex,ios,Organic,4
17/10/2018,KR,T-Rex,android,Organic,1
19/10/2018,GB,Blast!,ios,Organic,216
22/10/2018,MP,Blast!,android,Organic,1
16/10/2018,PE,Blast!,ios,Ad Network 1,50
20/10/2018,MP,Blast!,android,Organic,3
16/10/2018,PT,Blast!,android,Organic,8
16/10/2018,PE,Blast!,android,Organic,2
17/10/2018,CW,Blast!,ios,Ad Network 1,1
22/10/2018,TH,T-Rex,ios,Organic,7
17/10/2018,CA,Blast!,ios,Organic,152
18/10/2018,KN,Blast!,ios,Ad Network 1,1
20/10/2018,UY,Blast!,android,Organic,3
18/10/2018,MV,Blast!,ios,Ad Network 1,1
16/10/2018,CH,Blast!,ios,Ad Network 1,68
19/10/2018,ES,T-Rex,ios,Organic,6
22/10/2018,PT,Blast!,android,Organic,4
22/10/2018,CN,Screwed,ios,Organic,1
21/10/2018,AU,Bally Ball,ios,Ad Network 1,1
17/10/2018,UY,Blast!,ios,Ad Network 1,20
18/10/2018,AZ,Blast!,android,Organic,2
21/10/2018,AT,Bally Ball,ios,Organic,1
21/10/2018,ME,Blast!,android,Organic,1
22/10/2018,KR,Bally Ball,ios,Ad Network 1,2
18/10/2018,GR,Carz,ios,Organic,3
21/10/2018,KY,Bally Ball,ios,Organic,1
20/10/2018,RS,T-Rex,ios,Organic,1
21/10/2018,DO,Blast!,ios,Organic,14
22/10/2018,DO,Blast!,android,Organic,2
17/10/2018,CZ,Blast!,android,Organic,10
16/10/2018,GR,Carz,ios,Ad Network 1,2
18/10/2018,JP,Blast!,android,Organic,31
21/10/2018,IN,Blast!,ios,Organic,28
20/10/2018,UZ,Blast!,ios,Organic,1
21/10/2018,LT,T-Rex,ios,Organic,1
22/10/2018,CL,Bally Ball,ios,Ad Network 1,1
22/10/2018,SA,Screwed,ios,Organic,1
18/10/2018,CA,Carz,ios,Ad Network 1,13
19/10/2018,ID,T-Rex,android,Organic,2
18/10/2018,SG,Carz,ios,Ad Network 1,1
21/10/2018,PA,Blast!,ios,Organic,2
17/10/2018,VN,Blast!,ios,Ad Network 3,2
19/10/2018,SE,Blast!,android,Organic,63
22/10/2018,UY,Blast!,ios,Organic,3
22/10/2018,TR,Screwed,ios,Organic,1
16/10/2018,LK,Blast!,android,Organic,1
16/10/2018,BH,Blast!,ios,Organic,3
22/10/2018,HK,Blast!,ios,Organic,35
16/10/2018,SA,Carz,ios,Organic,4
18/10/2018,MD,Blast!,ios,Organic,2
21/10/2018,SK,Blast!,ios,Ad Network 1,26
20/10/2018,IQ,Blast!,ios,Organic,17
21/10/2018,FI,T-Rex,ios,Organic,4
18/10/2018,DE,T-Rex,android,Organic,2
20/10/2018,AE,Bally Ball,ios,Ad Network 2,1
21/10/2018,US,Carz,android,Ad Network 1,337
17/10/2018,BB,Blast!,ios,Organic,1
22/10/2018,DK,Blast!,ios,Ad Network 1,17
20/10/2018,KE,Blast!,ios,Organic,2
21/10/2018,QA,Blast!,ios,Ad Network 1,13
22/10/2018,TR,Blast!,ios,Organic,55
16/10/2018,PT,Blast!,ios,Organic,17
19/10/2018,MH,Blast!,ios,Organic,1
19/10/2018,VN,Carz,ios,Ad Network 1,985
20/10/2018,AE,Screwed,ios,Organic,1
22/10/2018,PR,Blast!,android,Organic,3
18/10/2018,GR,Blast!,ios,Ad Network 6,1
16/10/2018,BA,Blast!,ios,Organic,1
17/10/2018,GB,T-Rex,ios,Ad Network 1,1
21/10/2018,US,Blast!,ios,Ad Network 3,4976
22/10/2018,AR,Blast!,ios,Organic,34
17/10/2018,US,Blast!,ios,Ad Network 6,1004
18/10/2018,AL,Blast!,ios,Organic,10
20/10/2018,GB,Carz,android,Organic,2
21/10/2018,SI,T-Rex,android,Organic,1
17/10/2018,MD,Blast!,android,Organic,3
16/10/2018,PY,Carz,ios,Ad Network 1,1
19/10/2018,LC,Blast!,android,Organic,1
17/10/2018,HK,Blast!,android,Organic,8
18/10/2018,AL,Blast!,android,Organic,3
21/10/2018,VI,Blast!,ios,Ad Network 2,1
21/10/2018,NZ,T-Rex,ios,Organic,6
18/10/2018,SY,Bally Ball,android,Organic,1
16/10/2018,JP,Carz,ios,Organic,5
17/10/2018,GB,Screwed,android,Organic,2
18/10/2018,PS,T-Rex,ios,Ad Network 1,1
17/10/2018,SR,Blast!,ios,Ad Network 1,2
20/10/2018,FR,Screwed,ios,Organic,1
20/10/2018,IR,Carz,android,Organic,8
21/10/2018,DZ,Blast!,android,Organic,6
20/10/2018,BG,T-Rex,android,Organic,1
20/10/2018,LU,Blast!,ios,Organic,9
16/10/2018,CR,Blast!,ios,Organic,8
20/10/2018,GB,Blast!,ios,Organic,237
20/10/2018,RU,Blast!,android,Organic,159
20/10/2018,PL,Blast!,android,Organic,38
18/10/2018,un,Blast!,ios,Ad Network 3,1
19/10/2018,FJ,Blast!,ios,Organic,1
21/10/2018,BR,T-Rex,ios,Organic,5
21/10/2018,AE,Screwed,ios,Organic,1
18/10/2018,FO,Blast!,ios,Organic,1
18/10/2018,GR,Blast!,ios,Organic,9
20/10/2018,US,Bally Ball,ios,Ad Network 2,1431
22/10/2018,NO,T-Rex,android,Organic,9
18/10/2018,NL,Carz,ios,Organic,114
18/10/2018,IR,Carz,android,Organic,15
17/10/2018,CA,T-Rex,ios,Organic,100
21/10/2018,RO,T-Rex,ios,Organic,1
18/10/2018,ID,Blast!,ios,Organic,29
22/10/2018,LK,Blast!,ios,Organic,1
22/10/2018,BR,Bally Ball,ios,Organic,2
21/10/2018,LT,Blast!,android,Organic,1
18/10/2018,CO,Carz,ios,Organic,1
21/10/2018,TH,Carz,ios,Ad Network 1,1
16/10/2018,un,Blast!,ios,Ad Network 1,2
22/10/2018,AD,Blast!,ios,Ad Network 1,2
20/10/2018,CZ,Blast!,ios,Ad Network 1,64
21/10/2018,CN,Blast!,ios,Ad Network 3,2
19/10/2018,AZ,Bally Ball,ios,Organic,1
17/10/2018,HK,Carz,android,Ad Network 1,1
19/10/2018,BM,Blast!,ios,Organic,1
18/10/2018,CZ,Blast!,ios,Organic,14
16/10/2018,GL,Blast!,ios,Ad Network 1,2
21/10/2018,IR,Carz,ios,Organic,6
22/10/2018,EG,Blast!,ios,Ad Network 1,71
22/10/2018,NC,Blast!,ios,Ad Network 1,1
17/10/2018,UA,T-Rex,android,Organic,1
21/10/2018,GF,Blast!,ios,Ad Network 1,2
19/10/2018,NO,Blast!,ios,Organic,47
16/10/2018,TH,Blast!,android,Organic,24
18/10/2018,TW,Blast!,ios,Ad Network 1,195
18/10/2018,BN,Blast!,ios,Ad Network 1,3
20/10/2018,BR,T-Rex,android,Organic,43
16/10/2018,AU,Carz,ios,Organic,1
20/10/2018,LT,Blast!,ios,Organic,3
20/10/2018,DO,Blast!,android,Organic,2
17/10/2018,VN,Carz,ios,Organic,161
18/10/2018,ES,T-Rex,ios,Organic,5
20/10/2018,GA,Blast!,android,Organic,1
21/10/2018,KW,Blast!,android,Organic,1
19/10/2018,FI,Blast!,android,Organic,3
20/10/2018,KY,Blast!,ios,Ad Network 1,1
20/10/2018,DE,Bally Ball,ios,Ad Network 1,2
18/10/2018,VC,Blast!,ios,Ad Network 1,1
21/10/2018,DO,T-Rex,ios,Ad Network 3,1
20/10/2018,TT,Blast!,ios,Ad Network 3,1
20/10/2018,GG,Blast!,ios,Ad Network 1,2
22/10/2018,CH,Blast!,ios,Organic,36
22/10/2018,BH,T-Rex,android,Organic,1
17/10/2018,QA,Blast!,android,Organic,1
21/10/2018,CN,Carz,ios,Ad Network 1,1
18/10/2018,MT,Blast!,ios,Ad Network 1,7
17/10/2018,PR,Carz,android,Ad Network 1,1
21/10/2018,UA,T-Rex,android,Organic,6
19/10/2018,TH,Carz,ios,Ad Network 1,1
17/10/2018,AR,Blast!,ios,Organic,41
18/10/2018,UY,Blast!,ios,Organic,10
18/10/2018,IE,T-Rex,ios,Organic,2
22/10/2018,TN,Blast!,ios,Ad Network 1,8
17/10/2018,GG,Blast!,ios,Ad Network 1,1
19/10/2018,RU,Bally Ball,ios,Organic,10
20/10/2018,IM,Blast!,ios,Ad Network 1,1
20/10/2018,EG,Blast!,ios,Ad Network 1,140
18/10/2018,CN,Blast!,ios,Ad Network 1,10
19/10/2018,CD,Blast!,ios,Ad Network 1,1
22/10/2018,OM,Blast!,ios,Organic,1
20/10/2018,RO,Carz,android,Organic,1
17/10/2018,MX,Blast!,ios,Organic,165
16/10/2018,PL,Blast!,ios,Ad Network 1,95
16/10/2018,US,T-Rex,ios,Organic,567
17/10/2018,SV,Blast!,ios,Organic,2
20/10/2018,IE,Blast!,android,Organic,4
22/10/2018,JP,Carz,android,Organic,1
19/10/2018,AT,T-Rex,ios,Organic,1
17/10/2018,US,Bally Ball,ios,Ad Network 2,24
17/10/2018,IS,Blast!,ios,Organic,6
16/10/2018,DE,Carz,android,Ad Network 1,2
16/10/2018,IE,Blast!,ios,Organic,8
21/10/2018,HU,Blast!,ios,Organic,17
19/10/2018,BA,Blast!,android,Organic,3
16/10/2018,ME,Blast!,android,Organic,1
21/10/2018,NZ,Bally Ball,ios,Organic,1
20/10/2018,PL,T-Rex,ios,Organic,4
19/10/2018,DZ,Blast!,android,Organic,10
17/10/2018,PL,Blast!,ios,Organic,25
17/10/2018,BR,Carz,android,Organic,214
16/10/2018,US,Blast!,ios,Ad Network 6,1070
22/10/2018,US,T-Rex,android,Organic,150
21/10/2018,RE,Blast!,ios,Organic,2
22/10/2018,MX,T-Rex,ios,Organic,2
17/10/2018,AE,Blast!,ios,Organic,17
16/10/2018,MD,Blast!,ios,Ad Network 1,4
19/10/2018,US,Blast!,ios,Ad Network 2,1256
16/10/2018,GD,Blast!,ios,Ad Network 1,1
17/10/2018,NL,Carz,ios,Ad Network 1,337
22/10/2018,BD,Blast!,android,Organic,2
21/10/2018,MX,Blast!,android,Organic,64
22/10/2018,IS,Blast!,ios,Ad Network 1,6
16/10/2018,KG,Blast!,android,Organic,1
21/10/2018,DE,Blast!,ios,Organic,111
22/10/2018,MY,Blast!,ios,Organic,14
22/10/2018,HU,Blast!,ios,Organic,12
17/10/2018,MA,Blast!,ios,Organic,6
19/10/2018,AL,Blast!,android,Organic,4
17/10/2018,GA,Blast!,ios,Organic,1
22/10/2018,IN,Bally Ball,ios,Ad Network 1,1
18/10/2018,NC,Blast!,ios,Organic,2
22/10/2018,PH,T-Rex,android,Organic,1
16/10/2018,KR,Carz,ios,Organic,3
16/10/2018,MX,Carz,android,Ad Network 1,1
19/10/2018,IN,Blast!,android,Organic,99
17/10/2018,RS,Bally Ball,ios,Organic,1
22/10/2018,BN,Blast!,android,Organic,2
21/10/2018,GR,T-Rex,android,Organic,1
18/10/2018,GB,Blast!,android,Organic,68
19/10/2018,AZ,Blast!,ios,Ad Network 1,17
18/10/2018,MY,Blast!,android,Organic,18
19/10/2018,AT,Bally Ball,ios,Organic,1
19/10/2018,BS,Blast!,ios,Organic,2
21/10/2018,KR,T-Rex,android,Organic,1
19/10/2018,BB,Blast!,ios,Ad Network 1,1
19/10/2018,GR,Carz,android,Ad Network 1,3
22/10/2018,LV,Blast!,ios,Organic,2
22/10/2018,RU,Blast!,ios,Ad Network 3,1
17/10/2018,MX,Carz,ios,Ad Network 1,4
21/10/2018,US,Blast!,ios,Ad Network 2,1133
19/10/2018,MK,Blast!,ios,Organic,4
19/10/2018,FI,Carz,android,Organic,1
21/10/2018,ES,Carz,ios,Organic,1
22/10/2018,CA,Carz,ios,Ad Network 1,7
19/10/2018,TH,T-Rex,ios,Organic,6
20/10/2018,US,T-Rex,ios,Ad Network 5,155
20/10/2018,AF,Blast!,ios,Ad Network 1,4
16/10/2018,LT,Blast!,android,Organic,1
19/10/2018,MN,Blast!,android,Organic,1
19/10/2018,EG,Blast!,android,Organic,22
22/10/2018,KW,T-Rex,ios,Organic,2
19/10/2018,SY,Blast!,ios,Organic,2
18/10/2018,NG,Blast!,android,Organic,1
20/10/2018,VN,Carz,ios,Ad Network 1,1013
20/10/2018,TH,Blast!,android,Organic,27
20/10/2018,SA,Bally Ball,ios,Ad Network 1,1
20/10/2018,GP,Blast!,ios,Ad Network 1,2
20/10/2018,FJ,Blast!,ios,Ad Network 1,2
18/10/2018,US,Blast!,ios,Ad Network 5,572
22/10/2018,LK,Blast!,ios,Ad Network 1,3
17/10/2018,BR,T-Rex,android,Organic,2
17/10/2018,NP,Blast!,ios,Organic,1
20/10/2018,NL,T-Rex,ios,Organic,3
22/10/2018,GR,Blast!,ios,Ad Network 3,1
20/10/2018,US,T-Rex,ios,Organic,1228
16/10/2018,TR,Blast!,ios,Organic,89
22/10/2018,HN,Blast!,ios,Ad Network 1,9
22/10/2018,SE,Blast!,ios,Ad Network 1,26
19/10/2018,AR,Carz,android,Organic,328
21/10/2018,AT,T-Rex,android,Organic,2
21/10/2018,BM,Blast!,ios,Ad Network 1,3
20/10/2018,MD,Blast!,android,Organic,2
20/10/2018,OM,Blast!,android,Organic,1
19/10/2018,AO,T-Rex,ios,Organic,1
22/10/2018,GR,Bally Ball,ios,Organic,2
17/10/2018,un,Blast!,ios,Ad Network 1,2
22/10/2018,US,Blast!,ios,Ad Network 6,364
17/10/2018,NL,Blast!,ios,Ad Network 3,1
21/10/2018,HU,Blast!,ios,Ad Network 1,91
19/10/2018,MY,Carz,android,Organic,2
22/10/2018,GB,Blast!,ios,Ad Network 3,2
17/10/2018,AT,Blast!,ios,Organic,5
21/10/2018,SA,Carz,ios,Organic,3
22/10/2018,un,Blast!,ios,Organic,1
18/10/2018,GE,Blast!,ios,Ad Network 1,44
19/10/2018,IM,Blast!,ios,Organic,1
21/10/2018,JM,Bally Ball,ios,Organic,1
21/10/2018,PH,Screwed,ios,Organic,42
20/10/2018,CZ,T-Rex,ios,Organic,1
18/10/2018,GG,Blast!,ios,Ad Network 1,1
20/10/2018,MQ,Blast!,android,Organic,1
21/10/2018,AU,Blast!,ios,Organic,103
16/10/2018,VN,Blast!,ios,Organic,142
20/10/2018,LT,Blast!,android,Organic,2
16/10/2018,US,Blast!,ios,Ad Network 5,824
17/10/2018,AR,Carz,ios,Ad Network 1,940
18/10/2018,CA,Bally Ball,android,Organic,42
18/10/2018,FR,Blast!,ios,Ad Network 1,205
21/10/2018,GR,T-Rex,ios,Ad Network 6,1
18/10/2018,PL,Blast!,android,Organic,39
22/10/2018,CA,Blast!,ios,Ad Network 3,5
22/10/2018,CZ,T-Rex,android,Organic,5
19/10/2018,PE,Blast!,ios,Ad Network 1,62
20/10/2018,LV,T-Rex,android,Organic,2
19/10/2018,VN,Screwed,ios,Organic,236
17/10/2018,AU,Blast!,ios,Ad Network 3,1
22/10/2018,GB,Blast!,ios,Ad Network 1,58
19/10/2018,PH,Carz,ios,Ad Network 1,233
16/10/2018,IL,Blast!,ios,Ad Network 1,83
21/10/2018,NG,Blast!,ios,Ad Network 1,5
19/10/2018,JM,Carz,ios,Ad Network 1,1
16/10/2018,FI,Blast!,ios,Ad Network 1,15
20/10/2018,KZ,T-Rex,ios,Organic,2
21/10/2018,ID,Bally Ball,ios,Organic,1
17/10/2018,BA,Blast!,ios,Organic,1
16/10/2018,AR,Blast!,ios,Organic,47
21/10/2018,KW,Bally Ball,ios,Ad Network 1,2
17/10/2018,CA,Blast!,ios,Ad Network 6,5
22/10/2018,LA,Blast!,ios,Organic,1
21/10/2018,PS,T-Rex,ios,Ad Network 1,1
22/10/2018,AO,Blast!,ios,Ad Network 1,1
20/10/2018,NO,Blast!,android,Organic,33
21/10/2018,NL,T-Rex,ios,Organic,3
21/10/2018,SK,T-Rex,android,Organic,1
18/10/2018,CZ,Carz,ios,Organic,1
19/10/2018,SY,Blast!,android,Organic,2
17/10/2018,BY,Blast!,android,Organic,7
18/10/2018,IQ,Blast!,ios,Ad Network 1,84
20/10/2018,MO,Blast!,ios,Organic,4
19/10/2018,BS,Carz,ios,Organic,1
18/10/2018,UY,Blast!,android,Organic,1
16/10/2018,AM,Blast!,android,Organic,2
18/10/2018,PR,T-Rex,android,Organic,1
16/10/2018,IR,Blast!,ios,Ad Network 6,2
22/10/2018,DK,Bally Ball,ios,Organic,1
16/10/2018,NL,Carz,ios,Organic,140
16/10/2018,PL,Blast!,ios,Ad Network 3,1
16/10/2018,PH,Blast!,ios,Organic,94
18/10/2018,MQ,Blast!,android,Organic,2
18/10/2018,TR,Carz,ios,Organic,1
18/10/2018,VN,T-Rex,ios,Ad Network 3,2
20/10/2018,PE,Blast!,ios,Organic,16
21/10/2018,LT,Blast!,ios,Ad Network 1,15
21/10/2018,AX,Blast!,ios,Ad Network 1,1
19/10/2018,TM,Blast!,ios,Organic,1
17/10/2018,RE,Blast!,ios,Organic,3
18/10/2018,KW,Carz,ios,Organic,1
